id,name,author,title,description,url,publishedAt,content,topic
abc-news-au,ABC News (AU),The Associated Press,"UK experts recommend chickenpox shot for kids for the first time, decades after other countries","An expert scientific committee advising the British government recommended for the first time Tuesday that children should be immunized with the chickenpox vaccine — decades after the shots were made widely available in other countries, including the U...",https://abcnews.go.com/Health/wireStory/uk-experts-recommend-chickenpox-shot-kids-time-decades-104871947,2023-11-14T12:14:59Z,LONDON -- An expert scientific committee advising the British government recommended for the first time Tuesday that children should be immunized with the chickenpox vaccine decades after the shots w… [+2109 chars],2
abc-news-au,ABC News (AU),https://www.facebook.com/bbcnews,Boris Johnson urged to to remove Matt Hancock by top official,Lord Sedwill told the Covid inquiry there had been a loss of confidence in the former health secretary.,https://www.bbc.co.uk/news/uk-politics-67360460,2023-11-08T17:26:56Z,"Media caption, Watch: Mark Sedwill apologises for chickenpox party remarks during Covid
The UK's top official during the first part of the Covid pandemic has said he urged Boris Johnson to remove Ma… [+3609 chars]",2
the-times-of-india,The Times of India,MIKE STOBBE AP medical writer,U.S. childhood vaccination exemptions reach their highest level ever,The proportion of U.S. kindergartners exempted from school attendance vaccination requirements has hit its highest level ever,https://abcnews.go.com/Health/wireStory/us-childhood-vaccination-exemptions-reach-highest-level-104764464,2023-11-09T18:14:33Z,"NEW YORK -- The proportion of U.S. kindergartners exempted from school vaccination requirements has hit its highest level ever, 3%, U.S. health officials said Thursday.
More parents are questioning … [+4085 chars]",2
abc-news-au,ABC News (AU),Melissa Rudy,"Childhood vaccinations are at an all-time low, the CDC reveals","Children’s rates of immunization for the four state-required childhood vaccines are at an all-time low, according to a Thursday report from the Centers for Disease Control and Prevention.",https://www.foxnews.com/health/childhood-vaccinations-are-an-all-time-low-cdc-reveals,2023-11-10T21:16:07Z,"Childrens rates of vaccination
 in this country are at a record low, according to a Thursday report from the Centers for Disease Control and Prevention (CDC).
The report disclosed the number of Ame… [+2191 chars]",2
techcrunch,TechCrunch,NBC News and Mithil Aggarwal and Yuliya Talmazan and Doha Madani,IDF raids Al-Shifa hospital in Gaza,Follow NBC News' coverage for live updates about the Israel-Hamas war: The IDF raids Al-Shifa hospital in Gaza and fuel will be allowed in to the Palestinian enclave.,https://www.nbcnews.com/news/world/blog/israel-hamas-war-live-updates-rcna125258,2023-11-16T02:49:04Z,"TEL AVIV  The war is reshaping the economies and labor forces of the region.
Since the war began, at least 18 percent of the Israeli workforce is off the job, according to the Israel Ministry of Lab… [+33312 chars]",2
abc-news-au,ABC News (AU),Associated Press,"US sees alarming rise in childhood vaccine exemptions, health officials say","The U.S. is seeing an influx in children being exempt from school vaccination requirements, health officials say. The rise in exemptions is primarily due to nonmedical reasons.",https://www.foxnews.com/us/us-sees-alarming-rise-childhood-vaccine-exemptions-health-officials-say,2023-11-10T12:02:33Z,"The proportion of U.S. kindergartners exempted from school vaccination requirements has hit its highest level ever, 3%, U.S. health officials said Thursday.
More parents are questioning routine chil… [+4197 chars]",2
abc-news-au,ABC News (AU),Mary Kekatos,Routine childhood vaccination rates among kindergartners lower than pre-pandemic levels: CDC,Routine childhood vaccination rates among kindergartners lower than pre-pandemic levels: CDCgo.com,https://abcnews.go.com/Health/routine-childhood-vaccination-rates-kindergartners-lower-pre-pandemic/story?id=104753746,2023-11-09T18:25:45Z,"Vaccination rates among U.S. kindergartners for routine childhood shots have still not returned to pre-pandemic levels, according to new federal data published Thursday.
Researchers from the Centers… [+4333 chars]",2
national-geographic,National Geographic,Amanda Musa,Exemptions for required vaccines for US kindergarteners reach record high | CNN,"Fewer kindergartners are getting state-required vaccinations for measles and other diseases as the rate of non-medical vaccine exemptions increases to the highest rate ever reported in the United States, according to new data published Thursday in the US Cent…",https://www.cnn.com/2023/11/09/health/kindergarten-vaccine-exemptions/index.html,2023-11-09T21:53:01Z,"The percentage of kindergartners who received their state-required vaccines for measles remained below the federal target last school year, and the rate of vaccine exemptions for children reached the… [+4816 chars]",2
national-geographic,National Geographic,Jacqueline Howard,"In Gaza, disease could be even deadlier than airstrikes, WHO says | CNN","As the Israel-Hamas conflict continues, there’s growing concern about how the situation may raise the risk of disease and illness in Gaza.",https://www.cnn.com/2023/12/04/health/gaza-illness-disease/index.html,2023-12-04T11:37:44Z,"As the Israel-Hamas conflict continues, theres growing concern about how the situation may raise the risk of disease and illness in Gaza.
There could be more deaths in Gaza from disease and a broken… [+6482 chars]",2
newsweek,Newsweek,"Ed Power, Mimi Murray, Emer Roche","‘Christmas can be chaos but in the loveliest way’: Festive and funny tales with Thalia Heffernan, Katja Mia, Killian Sundermann and more","In this year’s fashion shoot, some well-known faces including friends, family members and couples share their most cherished memories, and long-standing traditions",https://www.irishtimes.com/life-style/fashion/2023/11/23/christmas-can-be-chaos-but-in-the-loveliest-way-festive-and-funny-tales-with-thalia-heffernan-katja-mia-killian-sundermann-and-more/,2023-11-23T06:02:00Z,"Friends Thalia Heffernan and Erica Cody
Best friends, Irish model Thalia Heffernan and musician Erica Cody met in 2018 through a mutual friend, over a boozy lunch and have never looked back. They sh… [+30683 chars]",2
bbc-news,BBC News,https://www.facebook.com/bbcnews,Bird flu kills hundreds of flamingos in Argentina,Locals have been warned not to touch the dead birds as the avian influenza virus can spread to humans.,https://www.bbc.co.uk/news/world-latin-america-67509697,2023-11-27T17:00:59Z,"An outbreak of bird flu has killed 220 flamingos in north-western Argentina, officials have confirmed.
The dead birds are of the James's flamingo species (Phoenicoparrus jamesi), which lives at high… [+1129 chars]",3
,[Removed],Maryn McKenna,The Long Quest for a Universal Flu Vaccine Finally Takes Its First Steps,The search for a shot that could protect us against many strains—and maybe a pandemic—is notching achievements at last. But the flu’s endless mutation and our own biology stand in the way.,https://www.wired.com/story/the-long-quest-for-a-universal-flu-vaccine-finally-takes-its-first-steps/,2023-11-10T12:00:00Z,"To work better than current formulas, a superior vaccine would need to anticipate the genetic drift of mutation and protect against more strains than circulate in a single season, plus confer protect… [+2701 chars]",3
abc-news-au,ABC News (AU),https://www.facebook.com/bbcnews,WHO seeks China data on 'pneumonia clusters' in children,The UN agency wants data on an outbreak reported by the media and disease monitoring systems.,https://www.bbc.co.uk/news/world-asia-china-67505218,2023-11-23T05:54:52Z,"The World Health Organization (WHO) has asked China for more information on ""clusters of undiagnosed pneumonia"" reportedly spreading amongst children in the north of the country.
Non-state media rep… [+1445 chars]",3
time,Time,Beth Mole,"“Mystery” pneumonia in China is mix of common respiratory germs, WHO says","Reports caused alarm, but experts say it looks like a post-COVID germ comeback.",https://arstechnica.com/health/2023/11/chinas-mystery-outbreak-likely-a-post-covid-surge-of-common-winter-germs/,2023-11-27T23:03:28Z,"Enlarge/ Parents with children who are suffering from respiratory diseases are lining up at a children's hospital in Chongqing, China, on November 23, 2023.
10 with 
Last week, news stories and a p… [+5150 chars]",3
new-scientist,New Scientist,Nathan Rennolds,WHO questions China about a mystery illness linked to pneumonia as hospitals fill with sick children,"Beijing has said that there were no new or unusual pathogens causing the illnesses, the South China Morning Post reported.",https://www.businessinsider.com/who-requests-data-china-mystery-illness-affecting-children-2023-11,2023-11-25T12:07:21Z,"Beijing, China.Martin Puddy/Getty Images
<ul><li>The World Health Organization has requested more information from China about an illness affecting children.</li><li>Chinese authorities reported an … [+2633 chars]",3
cbc-news,CBC News,Armani Syed,Slang Term ‘Rizz’ Is the Oxford University Press Word of the Year,"'Rizz,' slang derived from charisma, is defined as “style, charm, or attractiveness; the ability to attract a romantic or sexual partner.""",https://time.com/6342308/rizz-oxford-university-press-word-of-the-year/,2023-12-04T16:31:25Z,"The contrast between the prestigious Oxford University Press (OUP) and its selection of Gen Z slang word rizz as its word of the year is nothing short of comedic. 
The terman abbreviation of charism… [+2699 chars]",3
time,Time,https://www.facebook.com/bbcnews,Pope Francis cancels COP28 visit due to illness,"The Pope, 86, was due to begin a three-day visit to Dubai on Friday but has lung inflammation.",https://www.bbc.co.uk/news/world-europe-67561331,2023-11-28T20:29:09Z,"Pope Francis has cancelled his trip to the COP28 climate summit in Dubai due to influenza and lung inflammation, the Vatican said.
The Pope, 86, was due to begin a three-day visit on Friday.
Earlie… [+1764 chars]",3
bbc-news,BBC News,Bloomberg News,Could China’s Child Pneumonia Outbreak Spread? All You Need to Know,"For those outside China, the reports of respiratory-illness outbreaks have brought back memories of the early days of the COVID pandemic. But unlike COVID, mycoplasma is a well-known and common germ that tends to cause fresh outbreaks every few years.",https://time.com/6339380/china-children-pneumonia-outbreak-what-to-know/,2023-11-24T08:55:00Z,"Chinas health-care system is once again in the spotlight as a wave of pneumonia cases sweeps through the country, hitting kids particularly hard. The sudden increase in sick children, and a report su… [+3834 chars]",3
abc-news-au,ABC News (AU),Mallory Moench,Dogs Across the U.S. Are Falling Sick From a Mystery Illness. Here’s What to Know,"A respiratory illness with an unknown cause is sickening dogs in Oregon and other states, prompting warnings from veterinarians.",https://time.com/6337247/mystery-dog-illness-us-vet-advice/,2023-11-19T17:14:55Z,"A respiratory illness with an unknown cause is sickening dogs in Oregon and other states, prompting warnings from governments and veterinarians about keeping pets safe. 
From August to mid-November,… [+4391 chars]",3
fortune,Fortune,,U.K. detects first human case of 'distinct' form of swine flu,"Officials are racing to track the contacts of the United Kingdom's first human case of a ""distinct"" form of swine flu. On Monday, the U.K. Health Security Agency announced it had detected a single confirmed human case of influenza A(H1N2)v as part of routine …",https://www.cbc.ca/news/health/u-k-swine-flu-human-case-1.7041165,2023-11-27T19:13:23Z,"Officials are racing to track the contacts of the United Kingdom's first human case of a ""distinct"" form of swine flu.
On Monday, the U.K. Health Security Agency (UKHSA) announced it had detected a … [+2405 chars]",3
medical-news-today,Medical News Today,Al Jazeera,WHO asks China for more details on unexplained pneumonia outbreak,"Reports that children's hospitals in Beijing, Liaoning and other cities are 'overwhelmed with sick children'.",https://www.aljazeera.com/news/2023/11/23/who-asks-china-for-more-details-on-unexplained-pneumonia-outbreak,2023-11-23T02:16:49Z,"The World Health Organization (WHO) has asked Beijing for more information on an outbreak of mysterious pneumonia in northern China that appears mostly to be affecting children.
The WHO made an offi… [+3465 chars]",3
,[Removed],,WHO seeks details from China on respiratory illness outbreaks,"The World Health Organization has asked China for details on an increase in respiratory illnesses and reported clusters of pneumonia in children, which its China office on Thursday called a 'routine' check.",https://www.cbc.ca/news/health/world-health-organization-china-respiratory-illness-1.7037299,2023-11-23T12:26:15Z,"The World Health Organization (WHO) has asked China for details on an increase in respiratory illnesses and reported clusters of pneumonia in children, which its China office on Thursday called a ""ro… [+4304 chars]",3
the-times-of-india,The Times of India,,"Puerto Rico declares flu epidemic with 42 deaths, 900 hospitalizations","Over 25,000 cases of the flu have been reported in Puerto Rico since July, with 42 deaths and more than 900 hospitalizations, the island's health secretary said on Thursday.",https://www.cbsnews.com/news/puerto-rico-flu-epidemic-influenza-carlos-mellado/,2023-11-09T21:20:42Z,"Puerto Rico health officials on Thursday declared an influenza epidemic in the U.S. territory.
At least 25,900 cases have been reported since July, with 42 deaths and more than 900 hospitalizations … [+1864 chars]",3
nbc-news,NBC News,"Frances Martel, Frances Martel",Justin Trudeau Shows Off Tattoo for Vaccine Promo Video,Radical leftist Prime Minister Justin Trudeau published a video on Wednesday in which he claimed to receive doses of a Wuhan coronavirus booster shot and a vaccine against influenza — a promotional campaign to convince Canadians to do the same.,https://www.breitbart.com/health/2023/11/09/justin-trudeau-shows-off-tattoo-for-vaccine-promo-video/,2023-11-09T19:26:28Z,Radical leftist Prime Minister Justin Trudeau published a video on Wednesday in which he claimed to receive doses of a Wuhan coronavirus booster shot and a vaccine against influenza  a promotional ca… [+6288 chars],3
abc-news-au,ABC News (AU),"Simon Kent, Simon Kent",Nobody Panic: W.H.O. Says no 'Unusual or Novel Pathogens' Found in New China Respiratory Outbreaks,"No unusual or novel pathogens had been detected in clusters of child pneumonia cases now being reported in China, the World Health Organization (W.H.O.) said Thursday, as it sought to immediately allay fears of any prospect of a new global pandemic.",https://www.breitbart.com/asia/2023/11/24/nobody-panic-w-h-o-says-no-unusual-or-novel-pathogens-found-in-new-china-respiratory-outbreaks/,2023-11-24T11:31:14Z,"Suorthern China has reported an “increase in influenza-like illness” in the last six weeks compared to the same period over the past three years, the W.H.O. said.
“Some of these increases are earlie… [+416 chars]",3
cbc-news,CBC News,https://www.facebook.com/bbcnews,"UK human swine flu case: Why now, and what's next?","What you need to know about the first confirmed case of a new type of flu, found in North Yorkshire.",https://www.bbc.co.uk/news/health-67576300,2023-12-02T00:26:17Z,"Earlier this week, UK health officials confirmed a person in North Yorkshire had been infected by a new genetic strain of flu that's similar to one pigs get. 
The government agency in charge of prot… [+5602 chars]",3
nbc-news,NBC News,,China tells WHO no 'novel pathogens' detected after pneumonia clusters reported among kids,Reports of clusters of unexplained pneumonia among children in multiple cities in China made headlines this week. Yet Chinese authorities and close watchers of the situation say the rise in illness is likely linked to known threats circulating after the count…,https://www.cbc.ca/news/health/china-tells-who-no-novel-pathogens-detected-after-pneumonia-clusters-reported-among-kids-1.7037960,2023-11-23T21:06:23Z,Reports of clusters of unexplained pneumonia among children in multiple cities in China made headlines this week. Yet Chinese authorities and close watchers of the situation say the rise in illness i… [+4010 chars],3
time,Time,The Associated Press,China says a surge in respiratory illnesses is caused by flu and other known pathogens,"A surge in respiratory illnesses across China is caused by the flu and other known pathogens and not by a novel virus, the country’s health ministry said.",https://www.nbcnews.com/news/world/china-says-surge-respiratory-illnesses-caused-flu-known-pathogens-rcna126740,2023-11-27T03:39:07Z,"BEIJING A surge in respiratory illnesses across China that has drawn the attention of the World Health Organization is caused by the flu and other known pathogens and not by a novel virus, the countr… [+2908 chars]",3
the-irish-times,The Irish Times,,"COVID-19 numbers down, flu and RSV up in B.C.","New data suggests that COVID-19 activity in British Columbia is trending downward, while influenza and RSV are on the rise.",https://www.cbc.ca/news/canada/british-columbia/covid-19-flu-rsv-bc-1.7032348,2023-11-17T21:55:25Z,"New data suggests that COVID-19 activity in British Columbia is trending downward, while influenza and RSV are on the rise.
A weekly update provided Thursday by the B.C. Centre for Disease Control s… [+678 chars]",3
abc-news-au,ABC News (AU),William Brederode,"News24 | While SA’s devastating bird flu outbreak abates, researchers work to eradicate virus","Newly released research has shown the potential of gene editing technology to break the back of the avian influenza virus which recently swept across South Africa, resulting in the culling of nine million birds.",https://www.news24.com/news24/tech-and-trends/news/while-sas-devastating-bird-flu-outbreak-abates-researchers-work-to-eradicate-virus-20231114,2023-11-14T06:40:38Z,"Newly released research showed
the potential of gene editing technology to break the back of the avian
influenza virus which recently swept across South Africa, resulting in the
culling of nine mi… [+487 chars]",3
national-geographic,National Geographic,Bloomberg,China tells the WHO that known germs—not a new novel virus like COVID-19—are behind surge in kids’ pneumonia,"The Chinese CDC and Beijing Children’s Hospital told the WHO that the surge is due to the spread of mycoplasma pneumoniae, respiratory syncytial virus, adenovirus and influenza.",https://fortune.com/2023/11/24/china-tells-who-known-germs-not-new-novel-virus-covid-19-behind-surge-kids-pneumonia/,2023-11-24T09:45:30Z,"Chinese health authorities told the World Health Organization that the source of an outbreak of respiratory diseases among children are known pathogens, after reports about a surge in illness sparked… [+2282 chars]",3
the-times-of-india,The Times of India,Erin Prater,The UK has detected its first human case of a new type of swine flu. What you need to know,"Symptoms of influenza A(H1N2)v were mild in the individual, who has fully recovered, health authorities said. But how they contracted the virus remains unknown.",https://fortune.com/well/2023/11/27/ah1n2v-swine-flu-detected-united-kingdom-first-time-h1n1-avian-bird-influenza-1b11/,2023-11-27T19:18:54Z,"A new type of swine flu has been detected in a United Kingdom human for the first time, the regions Health Security Agency announced Monday.Symptoms of influenza A(H1N2)v, clade 1b.1.1, were mild in … [+3567 chars]",3
bbc-news,BBC News,Alexander Tin,"COVID-19 increasing again, especially in Midwest, Mid-Atlantic, CDC says","Cases of other respiratory illnesses, including flu and RSV, are also on the rise.",https://www.cbsnews.com/news/covid-19-increasing-again-cdc-midwest-mid-atlantic/,2023-12-01T21:42:00Z,"Several key COVID-19 trends that authorities track are now accelerating around the country, the Centers for Disease Control and Prevention announced Friday. It's the first major nationwide uptick in … [+4291 chars]",3
nbc-news,NBC News,,"B.C. counts over 1M flu vaccines, almost 850K COVID-19 vaccines administered in past 6 weeks","COVID-19 rates are dropping while RSV and influenza rates are beginning to rise, according to Provincial Health Officer Dr. Bonnie Henry.",https://www.cbc.ca/news/canada/british-columbia/covid19-outbreak-saanich-peninsula-hospital-bc-respiratory-virus-influenza-bird-flu-1.7025416,2023-11-10T20:06:28Z,"Close to 1,073,000 doses of influenza vaccine and almost 850,000 COVID-19 vaccines have been administered to British Columbians since the province's fall vaccination program started six weeks ago.
T… [+3599 chars]",3
the-times-of-india,The Times of India,Erika Edwards,"'Sustained increases' reported in flu nationwide, as RSV hits kids hard","Just ahead of Thanksgiving and winter holidays, the U.S. is facing a deluge of viral illnesses. Flu and RSV cases are rising. What's happening with Covid?",https://www.nbcnews.com/health/health-news/flu-covid-rsv-vaccine-holiday-travel-rcna125595,2023-11-17T21:07:17Z,"The U.S. is once again facing a deluge of viral illness on the cusp of Thanksgiving and other winter holiday gatherings. 
While flu activity is still simmering at low levels overall, ""we are now see… [+4624 chars]",3
abc-news-au,ABC News (AU),,Avian influenza on the rise in B.C. with 16 outbreaks reported since October,"Avian flu is spreading rapidly again through poultry farms in British Columbia, with the virus discovered in half a dozen commercial flocks this week alone.",https://www.cbc.ca/news/canada/british-columbia/avian-influenza-bc-1.7022535,2023-11-08T21:51:01Z,"Avian flu is spreading rapidly again through poultry farms in British Columbia, with the virus discovered in half a dozen commercial flocks this week alone.
Birds at eight commercial poultry farms i… [+1917 chars]",3
techcrunch,TechCrunch,Aleks Phillips,Flu Outbreak Map as Child's Death Sparks Fears About Spread of Virus,"There are more walk-ins with a respiratory illness in southeastern states in the latest recorded week, with the first pediatric flu death in Mississippi.",https://www.newsweek.com/flu-map-influenza-cdc-child-death-mississippi-1845152,2023-11-20T12:51:48Z,"Cases of influenza are on the rise across the country with the number of people visiting hospital with a respiratory illness above the national baseline for a second week in a row, as a map of record… [+3662 chars]",3
national-geographic,National Geographic,Micah McCartney,How China's COVID Restrictions Led to Disease Rampage: 'Immunity Gap',"Hospitals in northern China are being overwhelmed amid a spike in respiratory infections, especially among children.",https://www.newsweek.com/china-pneumonia-cases-worsened-covid-restrictions-1847381,2023-11-28T10:15:33Z,"China is facing a significant upsurge in respiratory illnesses, particularly among children, with experts attributing the unusually large seasonal outbreak to an ""immunity gap"" created by the country… [+4059 chars]",3
national-geographic,National Geographic,Aleks Phillips,Flu and Pneumonia Map Shows US States With Highest Death Rates,"There is a vast difference in average historic mortality rates across America, with Mississippi, Alabama, Hawaii and Tennessee among those with the worst.",https://www.newsweek.com/influenza-pneumonia-map-us-states-highest-death-rates-1849555,2023-12-05T12:16:25Z,"Mississippi, Alabama, Hawaii and Tennessee are among the states with the highest average death rates due to cases of influenza and pneumonia, according to recent historical trends in data produced by… [+3642 chars]",3
newsweek,Newsweek,,B.C. poultry staff told to vaccinate against flu as avian strains spread among birds,"Dr. Bonnie Henry says while avian flu does not transmit easily from birds to humans, infections ""can happen and are very concerning'' because of the potential for the virus to mix with human influenza and mutate into something much more contagious.",https://www.cbc.ca/news/canada/british-columbia/avian-flu-vaccinations-1.7026113,2023-11-11T02:13:41Z,"British Columbia's provincial health officer says people living or working on poultry farms should ""prioritize'' getting influenza vaccinations as avian flu spreads among flocks this fall.
Dr. Bonni… [+1534 chars]",3
abc-news-au,ABC News (AU),Khristopher J. Brooks,Here's how much a typical Thanksgiving Day feast will cost this year,Consumers can expect modestly lower costs to prepare their Thanksgiving Day meal — here's why.,https://www.cbsnews.com/news/how-much-does-thanksgiving-dinner-cost-2023/,2023-11-17T22:12:05Z,"The cost of preparing your Turkey Day feast is likely to be cheaper this year — and you can thank the turkey.
Turkey costs per pound fell to $1.25 in September, down 43 cents from a year earlier, ac… [+2090 chars]",3
abc-news-au,ABC News (AU),BY TZVI JOFFRE,New variant of bird flu spotted in Netherlands,A new case of H5N1 avian influenza was recently found in a Marbled teal in Yehud in central Israel.,https://www.jpost.com/health-and-wellness/article-773983,2023-11-19T02:39:52Z,"A new variant of the H5N1 subtype of highly pathogenic avian influenza has been spotted in the Netherlands, the Wageningen Bioveterinary Research Institute at Wageningen University reported on Thursd… [+2041 chars]",3
abc-news-au,ABC News (AU),ABC News,Leading scientists urge caution over new pandemic fears amid pneumonia clusters in China,Chinese health authorities have provided data requested by the World Health Organisation (WHO) on an increase in respiratory illnesses and reported clusters of pneumonia in children.,https://www.abc.net.au/news/2023-11-24/who-china-respiratory-illness-pandemic-fears/103145302,2023-11-23T21:12:59Z,"Chinese officials say they did not detect any ""unusual or novel diseases"" in the country following a spike in respiratory illnesses and clusters of pneumonia in children, according to the World Healt… [+4012 chars]",3
cnn,CNN,Micah McCartney,"Doctor Describes China's Overwhelmed Hospitals: ""Verge of Collapse""","Hospital staff in northern China recount long, harrowing shifts amid a surge in respiratory illnesses.",https://www.newsweek.com/china-doctor-recounts-hospital-overwhelmed-respiratory-cases-1848225,2023-11-30T11:04:10Z,"Amid the recent surge in respiratory illnesses in northern China, one doctor has estimated the hospital where she works received two to three times as many daily patients as in the COVID-19 pandemic.… [+3696 chars]",3
abc-news,ABC News,,Influenza is here. What can Albertans expect?,"While influenza has been gaining traction in the province later in the season than last year, there are concerns that with COVID-19 hospitalizations remaining high, hospitals could struggle under the increasing pressure.",https://www.cbc.ca/news/canada/calgary/influenza-calgary-alberta-covid-hospitalizations-1.7035677,2023-11-22T12:00:00Z,"Influenza has arrived in Alberta and while its gaining traction later in the season than last year, some are concerned that with COVID-19 hospitalizations remaining high, hospitals could struggle und… [+3833 chars]",3
abc-news,ABC News,,"Avian flu expands across B.C., endangering poultry, birds of prey, and other wildlife","As bird flu devastates a growing number of poultry farms in B.C., wildlife experts are raising alarm about the deadly virus' impact on wild animal species as well.",https://www.cbc.ca/news/canada/british-columbia/avian-flu-b-c-poultry-1.7031940,2023-11-18T03:54:14Z,"As bird flu devastates a growing number of poultry farms in B.C., wildlife experts are raising alarm about the deadly virus' impact on wild animals and the possible threat of it turning into another … [+5184 chars]",3
abc-news,ABC News,,"COVID-19 and flu set to peak over holiday season in Ontario, Moore urges vaccinations","Ontario's top doctor says there is ""a lot"" of COVID-19 circulating in the province right now, and levels of both that virus and influenza are on the rise.",https://www.cbc.ca/news/canada/toronto/covid-19-vaccines-ontario-1.7048389,2023-12-04T17:38:43Z,"Ontario's top doctor says there is ""a lot"" of COVID-19 circulating in the province right now, and levels of both that virus and influenza are on the rise.
Chief Medical Officer of Health Dr. Kieran … [+692 chars]",3
al-jazeera-english,Al Jazeera English,"Amy Furr, Amy Furr",Bird Flu Outbreak at Georgia Farm Means 30K Ducks Will Be Euthanized,"The first cases in 2023 of avian flu, also known as bird flu, have been confirmed at a duck breeding facility in Sumter County, Georgia, Fox 5 reported Thursday.",https://www.breitbart.com/health/2023/11/24/bird-flu-outbreak-georgia-farm-means-30k-ducks-will-be-euthanized/,2023-11-24T15:15:57Z,"The first cases in 2023 of avian flu, also known as bird flu, have been confirmed at a duck breeding facility in Sumter County, Georgia, Fox 5 reported Thursday.
The farm’s outbreak of Highly Pathog… [+2223 chars]",3
,[Removed],Solcyre Burga,Turkeys Cost Less This Thanksgiving. Here’s Why,The cost of your Thanksgiving turkey will be slightly lower this year,https://time.com/6337711/turkey-cost-less-thanksgiving-why/,2023-11-20T18:25:21Z,"The cost of your Thanksgiving turkey will be slightly lower this year, with the centerpiece of your holiday dinner table down 5.6% from the year prior, according to the American Farm Bureau Federatio… [+2445 chars]",3
,[Removed],ABC News,Your nose is the window to your brain — and some potentially deadly infections,"The shortest distance from the outside world to your brain is up your nose. While this is fantastic for detecting odours, it can be deadly when dangerous microbes use this pathway, writes Dr Lynn Nazareth.",https://www.abc.net.au/news/science/2023-12-05/nose-window-to-brain-and-potentially-deadly-infections/102496464,2023-12-04T19:00:00Z,"""Don't pick your nose!"" you may have been told as a kid. As an adult you wonder, is digging snot out with your finger really that bad?
A recent study suggests you should definitely listen to the adv… [+6845 chars]",3
bbc-news,BBC News,Associated Press,"Puerto Rico declares flu epidemic with 42 deaths, over 900 hospitalizations","Puerto Rico health officials have declared an influenza epidemic in the U.S. territory with at least 25,900 cases reported since July and 42 deaths.",https://www.nbcnews.com/news/latino/puerto-rico-declares-flu-epidemic-42-deaths-900-hospitalized-rcna124470,2023-11-09T18:53:07Z,"SAN JUAN, Puerto Rico Puerto Rico health officials on Thursday declared an influenza epidemic in the U.S. territory.
At least 25,900 cases have been reported since July, with 42 deaths and more than… [+543 chars]",3
,[Removed],Tom Norton,China's Respiratory Illness Concerns Explained,An uptick in respiratory illnesses among children in China has triggered investigations by health authorities.,https://www.newsweek.com/china-respiratory-illness-concerns-explained-1848487,2023-11-30T18:47:31Z,"A rise in respiratory illnesses in China, particularly among children, has made headlines over the past few weeks, with global health authorities trying to estimate the scale and severity of illness.… [+8201 chars]",3
cbs-news,CBS News,,Pope Francis cancels trip to Dubai climate conference due to illness,"The pope, who was slated to speak Saturday at COP28 in Dubai on climate issues, announced Sunday he was fighting a lung inflammation.",https://www.cbsnews.com/news/pope-francis-cancels-cop28-dubai-trip-flu-lung-inflammation/,2023-11-28T20:38:00Z,"Pope Francis has canceled a planned trip to Dubai, where he was scheduled to speak at a climate conference, based on his doctors' advice, Vatican spokesman Matteo Bruni said Tuesday in a statement. … [+3030 chars]",3
nbc-news,NBC News,Velvet Winter,'Rizz' named Oxford Dictionary's word of the year,"""Swiftie"" and ""prompt"" are among the words to have missed out on the Oxford Dictionary's top gong, which has gone to ""Rizz"" — a shortening of the word charisma.",https://www.abc.net.au/news/2023-12-05/oxford-dictionary-names-rizz-word-of-the-year/103188766,2023-12-04T23:16:11Z,"It might still throw up a squiggly red line on Word but ""rizz"" has been officially named the word of the year by the Oxford Dictionary.
The UK publication combs through millions of words a year to f… [+3122 chars]",3
nbc-news,NBC News,https://www.facebook.com/bbcnews,Human case of flu from pigs found in UK,It's the first time that influenza strain A(H1N2)v has been detected in the UK.,https://www.bbc.co.uk/news/health-67545375,2023-11-27T13:13:45Z,"One person in the UK has been confirmed to have a strain of flu similar to viruses spreading in pigs, health officials say.
It's the first time it's been detected in the UK and close contacts are no… [+222 chars]",3
bbc-news,BBC News,BY TZVI JOFFRE,Bird flu found at turkey coop in central Israel,The outbreak is the second reported in the past month and the fifth reported in Israel this season.,https://www.jpost.com/health-and-wellness/article-775708,2023-11-29T14:58:26Z,"Turkeys at a coop in Tsor'a in central Israel were found to be infected with bird flu, the Agriculture Ministry said Wednesday.
The coop houses 10,500 birds in four buildings. All coops within 10 km… [+2437 chars]",3
abc-news,ABC News,,Physicians warn Quebec's ERs are over capacity as respiratory viruses increase,"Physicians are saying a rise in Respiratory syncytial virus (RSV), influenza and COVID-19 are overburdening an already fragile health care system. The government is partially blaming the strikes as hospitals function at lower capacity.",https://www.cbc.ca/news/canada/montreal/respiratory-viruses-clog-up-emergency-rooms-quebec-1.7047960,2023-12-04T17:01:00Z,"Physicians are warning that a surge in respiratory viruses are starting to clog up Quebec's emergency rooms and many of them are well above capacity.
According to Amélie Boisclair, an intensive care… [+2104 chars]",3
,[Removed],TIMESOFINDIA.COM,"Pneumonia outbreak in China: Health minister Mandaviya says govt monitoring situation, taking measures","Amid a surge in cases of mycoplasma pneumonia and influenza flu in China, Union health minister Mansukh Mandaviya on Saturday said that the government is monitoring the situation and taking necessary steps. ""The government is monitoring the situation. The ICM…",https://timesofindia.indiatimes.com/india/pneumonia-outbreak-in-china-health-minister-mandaviya-says-govt-monitoring-situation-taking-measures/articleshow/105497104.cms,2023-11-25T11:34:42Z,10 most beautiful lines by English Romantic poets,3
